current_season_start	current_season_end	other_season_start	other_season_end	distance_map	current_strain	mean_distance
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Moscow/419/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Moscow/402/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Suriname/5163/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Switzerland/1397477/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Kobe/61/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Hawaii/2/2009	1.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/HongKong/40/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Kyoto/19/2008	1.23
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Chiba-C/7/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Shizuoka/428/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Shizuoka/448/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Guam/WRAIR1557P/2009	1.30
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Guam/WRAIR1670P/2009	1.30
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Kobe/84/2009	1.30
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Ehime/9/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Hiroshima-C/7/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Hyogo/6/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Kyoto/12/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Shizuoka/502/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Wellington/40/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Uganda/MUWRP-026/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Paraguay/52/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/1125/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Colorado/3/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/PuertoRico/18/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/PuertoRico/43/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Myanmar/M022/2008	1.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Uganda/MUWRP-038/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Uganda/MUWRP-034/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Uganda/MUWRP-005/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Wisconsin/18/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/599/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Uganda/MUWRP-042/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/1197/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/1198/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/RheinlandPfalz/34/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Kiev/67/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL279/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Ukraine/96/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL321/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Donetsk/248/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Novosibirsk/1211/2009	2.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Montana/4/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/StPetersburg/124/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3360/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Norway/1141/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Ukraine/110/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Haiti/66/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Guatemala/1066/2009	2.19
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/PuertoRico/46/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/PuertoRico/25/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Anguilla/4711/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Guatemala/1913/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/StPetersburg/92/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL208/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL325/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Oregon/8/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Boston/16/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Mexico/24008/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL387/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Bangladesh/9890/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Stockholm/21/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Bangladesh/2009/2008	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Sweden/4/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Torino/14/2008	1.30
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Astrakhan/7/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Tanger/533/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Kuwait/WRAIR1561P/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Minnesota/37/2008	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Algeria/G202/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewHampshire/4/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Kyrgyzstan/WRAIR1256P/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Paris/123/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Perugia/5/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Wisconsin/3/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Stockholm/23/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Singapore/N593/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Sweden/3/2008	1.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Stockholm/26/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Stockholm/20/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Bangladesh/3017/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Finland/539/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Seoul/4436/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/4055/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Niigata/403/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Gyeonggi/185/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Florida/WRAIR1241P/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Tochigi/140/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Tochigi/127/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3932/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Hawaii/14/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Perth/16/2009-egg	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Perth/16/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Vietnam/63/2009	1.26
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Akita/34/2009	1.26
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Vietnam/210/2009	1.26
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Vietnam/302/2009	1.26
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Bhutan/151/2009	1.26
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Bhutan/154/2009	1.26
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL390/2009	1.26
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL173/2009	1.26
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL181/2009	1.26
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL319/2009	1.26
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL334/2009	1.26
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL339/2009	1.26
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Malaysia/542/2009	1.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Guangdong/314/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Guangdong/423/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Guangdong/522/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/England/232/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL330/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Wisconsin/15/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Oregon/15/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Dakar/1/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Dakar/7/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Dakar/3/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Washington/WRAIR1057P/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL361/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Philippines/2191/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL357/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Shizuoka/791/2009	1.30
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL336/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Texas/WRAIR1239P/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/HongKong/1952/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/HongKong/H090-755-V2/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Yamaguchi/25/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/HongKong/H090-770-V1/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Hiroshima/154/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Brisbane/52/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3542/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/HongKong/1985/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/HongKong/2007/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Singapore/H2009471C/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/HongKong/H090-669-V1/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/HongKong/1999/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/749/2009	2.26
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Quebec/RV1069/2009	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/BritishColumbia/RV1223/2009	1.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/BritishColumbia/RV1222/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3626/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Hawaii/7/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL356/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Oregon/14/2009	1.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Singapore/H2009389b/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Saitama/56/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Texas/40/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Singapore/34/2009	1.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Brisbane/66/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Boston/97/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Kyoto/30/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Luxembourg/782/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Victoria/210/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/HongKong/H090-662-V1/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL349/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Honduras/2243/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Iran/755/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Grenoble/1144/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Philippines/16/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Texas/90/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Malaysia/614/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Singapore/39/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Singapore/H2009332C/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL360/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Singapore/H2009334C/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/F1963/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3687/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Macedonia/622/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Lithuania/142K/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/F1965/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Okinawa/38/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Philippines/5/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/SouthCarolina/14/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/1193/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3273/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3318/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3896/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/4165/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3918/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/4017/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3470/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3904/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Scotland/5/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/4362/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3078/2009	1.30
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/4255/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3061/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3006/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3066/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3496/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/NewYork/3487/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL359/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Novosibirsk/319/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Victoria/208/2009	1.24
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Uganda/MUWRP-050/2008	1.24
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Brazil/933/2009	1.24
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Bangladesh/7772/2009	1.24
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/713/2009	1.24
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Bangladesh/2425/2009	1.24
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Bangladesh/483/2009	1.24
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/VRDL384/2009	1.24
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/CostaRica/5179/2009	1.24
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/HongKong/H090-671-V1/2009	1.24
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Djibouti/N09199/2009	2.23
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Djibouti/N09200/2009	2.23
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Djibouti/N09193/2009	2.23
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Bangladesh/2363/2009	2.17
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Kenya/1165/2009	1.24
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/10/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/5780/2008	1.23
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/611/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Uganda/MUWRP-046/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Guatemala/680/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Colombia/227/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Cambodia/S272/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Kisumu/7597/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Uganda/MUWRP-051/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Uganda/MUWRP-024/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Kisii/7549/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Uganda/MUWRP-015/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Malindi/7579/2008	1.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Madagascar/453/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Madagascar/878/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Isiolo/7513/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Poitiers/1341/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Madagascar/3615/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Madagascar/424/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Mexico/2779/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Guatemala/1839/2009	1.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Wellington/31/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Kisii/7537/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Thailand/KS08204/2008	2.30
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/2428/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/542/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/549/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/612/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/686/2008	1.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/573/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Taiwan/548/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/California/12/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Shanghai-Nanhui/146/2009	1.29
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/SuratThani/72/2009	1.29
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Fujian-Tongan/142/2009	1.29
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Ohio/14/2008	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/HongKong/3134/2008	1.20
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Tianjin-Hongqiao/141/2009	0.31
2008-07-01	2009-07-01	2008-07-01	2009-07-01	bhatt_nonepitope	A/Jiangxi-xihu/37/2009	1.20
